record_id,customer_email,phone_number,ssn,full_name,order_id,product_name,price,quantity,category,city,country,customer_age_group,payment_method,order_date,pii_violation_label
308,K***@outlook.com,***-***-****,533-82-6990,Karen Reed,ORD-000308,Textbook,79.99,9,Books,Denver,Japan,25-34,Apple Pay,2024-10-09,PII_VIOLATION
309,B***@gmail.com,***-***-****,853-27-2951,Brian Baker,ORD-000309,Wallet,29.99,4,Accessories,Indianapolis,Brazil,65+,Debit Card,2024-02-21,PII_VIOLATION
310,***@***.com,555-923-2492,***-**-****,Paul Edwards,ORD-000310,T-Shirt,19.99,4,Clothing,Arlington,Japan,18-24,Credit Card,2024-05-14,PII_VIOLATION
311,robert.edwards@hotmail.com,555-728-9536,393-86-1941,Robert Edwards,ORD-000311,Sunglasses,59.99,9,Accessories,Jacksonville,Brazil,45-54,Credit Card,2024-04-13,PII_VIOLATION
312,***@***.com,555-729-3776,***-**-****,Peter Torres,ORD-000312,Canon Camera,749.99,7,Electronics,Tampa,USA,25-34,Credit Card,2024-05-21,PII_VIOLATION
313,lauren.bennett@company.com,***-***-****,***-**-****,Lauren Bennett,ORD-000313,Toaster Oven,69.99,5,Kitchen,Boston,Mexico,55-64,PayPal,2024-06-26,PII_VIOLATION
314,N/A,N/A,N/A,Anonymous,ORD-000314,Toaster Oven,69.99,9,Kitchen,Phoenix,Mexico,35-44,PayPal,2024-02-29,NO_VIOLATION
315,larry.morgan@hotmail.com,555-676-8923,888-41-6565,Larry Morgan,ORD-000315,Sunglasses,59.99,8,Accessories,Fresno,Brazil,55-64,Crypto,2024-01-15,PII_VIOLATION
316,N/A,N/A,N/A,Anonymous,ORD-000316,Toaster Oven,69.99,7,Kitchen,New York,Germany,25-34,PayPal,2024-02-17,NO_VIOLATION
317,N/A,N/A,N/A,Anonymous,ORD-000317,Dell Laptop,849.99,4,Electronics,Riverside,Australia,45-54,Bank Transfer,2024-04-12,NO_VIOLATION
318,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000318,Samsung TV,1499.99,8,Electronics,Pittsburgh,Canada,18-24,Credit Card,2024-12-12,NO_VIOLATION
319,user_80879@anon.com,555-133-XXXX,XXX-XX-9232,Customer_6689,ORD-000319,Nintendo Switch,299.99,9,Electronics,Baltimore,Australia,55-64,Debit Card,2024-01-28,NO_VIOLATION
320,E***@email.com,***-***-****,571-50-1137,Eric Clark,ORD-000320,Galaxy S24,899.99,6,Electronics,Anaheim,Australia,45-54,Google Pay,2024-02-21,PII_VIOLATION
321,***@***.com,555-375-8722,***-**-****,Dennis Nguyen,ORD-000321,Dell Laptop,849.99,6,Electronics,Atlanta,Japan,25-34,Apple Pay,2024-12-24,PII_VIOLATION
322,kimberly.bell@email.com,***-***-****,***-**-****,Kimberly Bell,ORD-000322,Jacket,89.99,7,Clothing,San Antonio,Germany,25-34,Google Pay,2024-08-09,PII_VIOLATION
323,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000323,Toaster Oven,69.99,9,Kitchen,Corpus Christi,France,45-54,PayPal,2024-05-08,NO_VIOLATION
324,***@***.com,555-161-4530,***-**-****,Eric Thomas,ORD-000324,Jacket,89.99,5,Clothing,Bakersfield,Canada,45-54,Bank Transfer,2024-06-20,PII_VIOLATION
325,***@***.com,555-120-7746,***-**-****,Diane Torres,ORD-000325,Novel Book,14.99,6,Books,Cleveland,Mexico,25-34,Crypto,2024-05-25,PII_VIOLATION
326,frank.bell@yahoo.com,555-490-5694,574-90-3373,Frank Bell,ORD-000326,Jeans,59.99,10,Clothing,Austin,France,45-54,Bank Transfer,2024-11-09,PII_VIOLATION
327,N/A,N/A,N/A,Anonymous,ORD-000327,Backpack,49.99,8,Bags,Denver,India,65+,Apple Pay,2024-05-18,NO_VIOLATION
328,frances.bennett@outlook.com,555-523-3741,288-12-3048,Frances Bennett,ORD-000328,Wallet,29.99,4,Accessories,San Francisco,Germany,65+,Bank Transfer,2024-02-10,PII_VIOLATION
329,user_50549@anon.com,555-334-XXXX,XXX-XX-5053,Customer_5655,ORD-000329,Sunglasses,59.99,2,Accessories,Philadelphia,Canada,35-44,Google Pay,2024-03-20,NO_VIOLATION
330,jonathan.jackson@email.com,***-***-****,***-**-****,Jonathan Jackson,ORD-000330,Jeans,59.99,5,Clothing,El Paso,Brazil,45-54,Crypto,2024-10-03,PII_VIOLATION
331,martha.james@email.com,555-705-8480,746-91-8126,Martha James,ORD-000331,Blender,59.99,9,Kitchen,Bakersfield,Mexico,35-44,PayPal,2024-09-03,PII_VIOLATION
332,***@***.com,555-522-5256,***-**-****,Jonathan Baker,ORD-000332,Galaxy S24,899.99,9,Electronics,Oakland,UK,35-44,PayPal,2024-08-28,PII_VIOLATION
333,kathleen.nelson@gmail.com,***-***-****,***-**-****,Kathleen Nelson,ORD-000333,Watch,199.99,9,Accessories,New York,Mexico,35-44,Debit Card,2024-07-29,PII_VIOLATION
334,N/A,N/A,N/A,Anonymous,ORD-000334,Blender,59.99,5,Kitchen,Lexington,India,65+,Bank Transfer,2024-05-19,NO_VIOLATION
335,justin.robinson@yahoo.com,***-***-****,***-**-****,Justin Robinson,ORD-000335,Textbook,79.99,4,Books,Tucson,Germany,65+,Google Pay,2024-09-08,PII_VIOLATION
336,D***@hotmail.com,***-***-****,388-44-3048,David Ramirez,ORD-000336,Backpack,49.99,1,Bags,Tucson,USA,25-34,Credit Card,2024-03-18,PII_VIOLATION
337,S***@hotmail.com,***-***-****,438-20-3393,Stephanie Howard,ORD-000337,MacBook Pro,1299.99,3,Electronics,Denver,Japan,18-24,Google Pay,2024-08-28,PII_VIOLATION
338,S***@work.com,***-***-****,353-14-4263,Sarah Martin,ORD-000338,Coffee Maker,79.99,8,Kitchen,Riverside,Canada,55-64,Bank Transfer,2024-04-16,PII_VIOLATION
339,paul.garcia@yahoo.com,***-***-****,***-**-****,Paul Garcia,ORD-000339,Yoga Mat,29.99,7,Sports,Houston,Australia,18-24,Debit Card,2024-11-20,PII_VIOLATION
340,kimberly.price@yahoo.com,555-505-4982,109-15-8786,Kimberly Price,ORD-000340,Backpack,49.99,4,Bags,Arlington,UK,35-44,Crypto,2024-02-15,PII_VIOLATION
341,N/A,N/A,N/A,Anonymous,ORD-000341,Backpack,49.99,6,Bags,Minneapolis,Canada,25-34,Apple Pay,2024-04-29,NO_VIOLATION
342,***@***.com,555-805-7189,***-**-****,Jonathan Robinson,ORD-000342,Sneakers,79.99,5,Clothing,Chicago,Brazil,65+,Apple Pay,2024-10-13,PII_VIOLATION
343,S***@work.com,***-***-****,431-69-5510,Steven Kelly,ORD-000343,Jeans,59.99,3,Clothing,Arlington,Mexico,25-34,Credit Card,2024-09-28,PII_VIOLATION
344,R***@***.com,***-***-****,***-**-****,R. S.,ORD-000344,Sunglasses,59.99,9,Accessories,New Orleans,Australia,35-44,Bank Transfer,2024-02-02,NO_VIOLATION
345,angela.howard@email.com,555-727-5638,430-62-6276,Angela Howard,ORD-000345,iPad Air,599.99,3,Electronics,San Antonio,Mexico,65+,Credit Card,2024-01-23,PII_VIOLATION
346,michelle.hernandez@outlook.com,***-***-****,***-**-****,Michelle Hernandez,ORD-000346,Office Chair,299.99,5,Office,Atlanta,Mexico,55-64,Bank Transfer,2024-10-29,PII_VIOLATION
347,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000347,Watch,199.99,6,Accessories,Bakersfield,USA,35-44,Google Pay,2024-07-31,NO_VIOLATION
348,henry.hill@gmail.com,***-***-****,***-**-****,Henry Hill,ORD-000348,Sony Headphones,199.99,9,Electronics,Oakland,Canada,18-24,Bank Transfer,2024-04-28,PII_VIOLATION
349,A***@email.com,***-***-****,864-23-6864,Angela Scott,ORD-000349,Office Chair,299.99,9,Office,Fresno,Japan,18-24,Debit Card,2024-04-02,PII_VIOLATION
350,J***@***.com,***-***-****,***-**-****,J. W.,ORD-000350,Vitamin Pack,24.99,4,Health,Lexington,Japan,65+,PayPal,2024-11-07,NO_VIOLATION
351,N/A,N/A,N/A,Anonymous,ORD-000351,Wallet,29.99,3,Accessories,Chicago,Germany,55-64,Credit Card,2024-09-22,NO_VIOLATION
352,***@***.com,555-319-6159,***-**-****,John Nelson,ORD-000352,T-Shirt,19.99,3,Clothing,Tulsa,Mexico,55-64,Google Pay,2024-10-19,PII_VIOLATION
353,N/A,N/A,N/A,Anonymous,ORD-000353,Nintendo Switch,299.99,4,Electronics,Nashville,Canada,55-64,Apple Pay,2024-10-18,NO_VIOLATION
354,***@***.com,555-945-2562,***-**-****,Kathleen Clark,ORD-000354,MacBook Pro,1299.99,6,Electronics,Corpus Christi,India,45-54,Credit Card,2024-01-29,PII_VIOLATION
355,***@***.com,555-865-1187,***-**-****,Megan Martin,ORD-000355,MacBook Pro,1299.99,10,Electronics,Nashville,Mexico,18-24,PayPal,2024-10-03,PII_VIOLATION
356,martha.young@email.com,555-151-7436,556-86-9269,Martha Young,ORD-000356,AirPods Pro,249.99,3,Electronics,Indianapolis,Japan,35-44,Crypto,2024-07-20,PII_VIOLATION
357,***@***.com,555-661-7540,***-**-****,Gregory Sanders,ORD-000357,Blender,59.99,4,Kitchen,Albuquerque,UK,25-34,Apple Pay,2024-10-13,PII_VIOLATION
358,michelle.brooks@company.com,***-***-****,***-**-****,Michelle Brooks,ORD-000358,Office Chair,299.99,7,Office,Cleveland,Canada,18-24,Bank Transfer,2024-07-30,PII_VIOLATION
359,N***@***.com,***-***-****,***-**-****,N. T.,ORD-000359,Textbook,79.99,4,Books,San Jose,Brazil,18-24,Crypto,2024-04-29,NO_VIOLATION
360,mildred.anderson@yahoo.com,555-857-1893,348-89-3419,Mildred Anderson,ORD-000360,Jeans,59.99,5,Clothing,Boston,USA,35-44,Bank Transfer,2024-02-26,PII_VIOLATION
361,***@***.com,555-308-9952,***-**-****,Nicholas Hall,ORD-000361,Air Fryer,99.99,1,Kitchen,New Orleans,UK,65+,Bank Transfer,2024-12-08,PII_VIOLATION
362,N/A,N/A,N/A,Anonymous,ORD-000362,MacBook Pro,1299.99,5,Electronics,Fresno,USA,18-24,Apple Pay,2024-12-04,NO_VIOLATION
363,linda.williams@work.net,***-***-****,***-**-****,Linda Williams,ORD-000363,Backpack,49.99,9,Bags,San Antonio,France,45-54,Crypto,2024-11-01,PII_VIOLATION
364,P***@company.com,***-***-****,642-49-6465,Patrick Murphy,ORD-000364,Air Fryer,99.99,6,Kitchen,Baltimore,UK,18-24,PayPal,2024-12-16,PII_VIOLATION
365,***@***.com,555-740-5221,***-**-****,Patrick Flores,ORD-000365,Toaster Oven,69.99,3,Kitchen,Denver,Australia,25-34,PayPal,2024-07-20,PII_VIOLATION
366,S***@***.com,***-***-****,***-**-****,S. R.,ORD-000366,Bose Speaker,349.99,4,Electronics,Arlington,France,45-54,Google Pay,2024-03-08,NO_VIOLATION
367,nancy.baker@email.com,***-***-****,***-**-****,Nancy Baker,ORD-000367,Running Shoes,89.99,3,Sports,Phoenix,Mexico,55-64,Bank Transfer,2024-03-01,PII_VIOLATION
368,N/A,N/A,N/A,Anonymous,ORD-000368,Samsung TV,1499.99,1,Electronics,Pittsburgh,Australia,18-24,Debit Card,2024-04-04,NO_VIOLATION
369,N/A,N/A,N/A,Anonymous,ORD-000369,Yoga Mat,29.99,8,Sports,Philadelphia,Brazil,25-34,Google Pay,2024-11-05,NO_VIOLATION
370,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000370,MacBook Pro,1299.99,4,Electronics,Milwaukee,USA,35-44,Apple Pay,2024-04-23,NO_VIOLATION
371,***@***.com,555-804-6323,***-**-****,Mark Morgan,ORD-000371,Vitamin Pack,24.99,6,Health,Baltimore,USA,55-64,Bank Transfer,2024-07-13,PII_VIOLATION
372,peter.ramirez@gmail.com,555-633-2791,562-68-1694,Peter Ramirez,ORD-000372,Sneakers,79.99,9,Clothing,San Francisco,Mexico,55-64,Apple Pay,2024-01-21,PII_VIOLATION
373,user_94685@anon.com,555-562-XXXX,XXX-XX-2481,Customer_9202,ORD-000373,Dell Laptop,849.99,9,Electronics,Albuquerque,Germany,55-64,Credit Card,2024-12-19,NO_VIOLATION
374,thomas.lewis@email.com,***-***-****,***-**-****,Thomas Lewis,ORD-000374,Dell Laptop,849.99,2,Electronics,Fresno,India,65+,Debit Card,2024-08-20,PII_VIOLATION
375,user_82134@anon.com,555-489-XXXX,XXX-XX-1719,Customer_3799,ORD-000375,Blender,59.99,10,Kitchen,Santa Ana,Japan,65+,Crypto,2024-09-18,NO_VIOLATION
376,N***@***.com,***-***-****,***-**-****,N. K.,ORD-000376,Bose Speaker,349.99,2,Electronics,Nashville,Brazil,35-44,Bank Transfer,2024-04-02,NO_VIOLATION
377,user_63759@anon.com,555-552-XXXX,XXX-XX-2300,Customer_1107,ORD-000377,Watch,199.99,10,Accessories,New York,India,45-54,Debit Card,2024-04-21,NO_VIOLATION
378,N/A,N/A,N/A,Anonymous,ORD-000378,MacBook Pro,1299.99,10,Electronics,Tampa,France,18-24,Debit Card,2024-01-17,NO_VIOLATION
379,N/A,N/A,N/A,Anonymous,ORD-000379,Textbook,79.99,3,Books,Honolulu,India,55-64,Crypto,2024-10-14,NO_VIOLATION
380,N/A,N/A,N/A,Anonymous,ORD-000380,Jacket,89.99,2,Clothing,Tulsa,Canada,35-44,Apple Pay,2024-03-09,NO_VIOLATION
381,N/A,N/A,N/A,Anonymous,ORD-000381,iPad Air,599.99,10,Electronics,Cleveland,Mexico,18-24,Apple Pay,2024-12-18,NO_VIOLATION
382,brandon.barnes@work.com,***-***-****,***-**-****,Brandon Barnes,ORD-000382,T-Shirt,19.99,8,Clothing,Dallas,India,55-64,Apple Pay,2024-09-23,PII_VIOLATION
383,***@***.com,555-298-1025,***-**-****,Henry King,ORD-000383,Desk Lamp,34.99,1,Office,San Diego,Australia,55-64,Apple Pay,2024-07-30,PII_VIOLATION
384,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000384,Watch,199.99,6,Accessories,Phoenix,Germany,35-44,Google Pay,2024-10-08,NO_VIOLATION
385,***@***.com,555-505-1477,***-**-****,Judith Perez,ORD-000385,Running Shoes,89.99,3,Sports,Detroit,Brazil,45-54,Crypto,2024-01-19,PII_VIOLATION
386,N/A,N/A,N/A,Anonymous,ORD-000386,Bose Speaker,349.99,4,Electronics,Cleveland,France,55-64,Google Pay,2024-01-10,NO_VIOLATION
387,D***@work.com,***-***-****,447-58-9753,Deborah Wilson,ORD-000387,Jacket,89.99,10,Clothing,Austin,India,55-64,Apple Pay,2024-04-05,PII_VIOLATION
388,adam.jones@work.net,555-523-2422,608-40-7088,Adam Jones,ORD-000388,Coffee Maker,79.99,2,Kitchen,Nashville,Australia,55-64,PayPal,2024-03-30,PII_VIOLATION
389,M***@***.com,***-***-****,***-**-****,M. T.,ORD-000389,Samsung TV,1499.99,5,Electronics,Columbus,France,45-54,Bank Transfer,2024-09-25,NO_VIOLATION
390,charles.peterson@email.com,555-310-1598,570-59-9558,Charles Peterson,ORD-000390,iPad Air,599.99,2,Electronics,New York,Germany,18-24,Bank Transfer,2024-10-31,PII_VIOLATION
391,N/A,N/A,N/A,Anonymous,ORD-000391,Sony Headphones,199.99,8,Electronics,Columbus,Germany,35-44,Google Pay,2024-06-12,NO_VIOLATION
392,K***@company.com,***-***-****,737-81-9422,Karen Lee,ORD-000392,iPad Air,599.99,5,Electronics,Charlotte,Mexico,35-44,Google Pay,2024-06-12,PII_VIOLATION
393,***@***.com,555-727-6549,***-**-****,Betty Martinez,ORD-000393,Samsung TV,1499.99,7,Electronics,Los Angeles,Brazil,65+,Credit Card,2024-02-24,PII_VIOLATION
394,***@***.com,555-731-6826,***-**-****,Eric Clark,ORD-000394,Backpack,49.99,10,Bags,Lexington,Mexico,18-24,Crypto,2024-08-26,PII_VIOLATION
395,N/A,N/A,N/A,Anonymous,ORD-000395,Samsung TV,1499.99,6,Electronics,New Orleans,Germany,35-44,Apple Pay,2024-04-03,NO_VIOLATION
396,***@***.com,555-166-8787,***-**-****,Raymond Cox,ORD-000396,Coffee Maker,79.99,3,Kitchen,Austin,Germany,35-44,Google Pay,2024-10-21,PII_VIOLATION
397,***@***.com,555-669-2162,***-**-****,Cheryl Hernandez,ORD-000397,Coffee Maker,79.99,4,Kitchen,Baltimore,India,45-54,Debit Card,2024-11-13,PII_VIOLATION
398,user_24984@anon.com,555-706-XXXX,XXX-XX-8584,Customer_6330,ORD-000398,Toaster Oven,69.99,2,Kitchen,Aurora,Australia,25-34,Bank Transfer,2024-12-08,NO_VIOLATION
399,diane.thomas@outlook.com,***-***-****,***-**-****,Diane Thomas,ORD-000399,Office Chair,299.99,1,Office,Arlington,Japan,35-44,Apple Pay,2024-11-26,PII_VIOLATION
400,W***@hotmail.com,***-***-****,563-78-5775,Walter Smith,ORD-000400,Protein Powder,49.99,6,Health,New Orleans,India,45-54,Debit Card,2024-04-15,PII_VIOLATION
401,***@***.com,555-696-1133,***-**-****,Cheryl Turner,ORD-000401,Jeans,59.99,1,Clothing,Dallas,Germany,18-24,PayPal,2024-10-08,PII_VIOLATION
402,deborah.moore@work.net,***-***-****,***-**-****,Deborah Moore,ORD-000402,Desk Lamp,34.99,9,Office,El Paso,Japan,45-54,Apple Pay,2024-08-10,PII_VIOLATION
403,***@***.com,555-668-7301,***-**-****,Gregory Thompson,ORD-000403,Samsung TV,1499.99,1,Electronics,Boston,UK,25-34,Credit Card,2024-02-06,PII_VIOLATION
404,***@***.com,555-186-3248,***-**-****,Sean Cook,ORD-000404,Sneakers,79.99,8,Clothing,Aurora,India,45-54,Google Pay,2024-04-02,PII_VIOLATION
405,N/A,N/A,N/A,Anonymous,ORD-000405,Novel Book,14.99,7,Books,Atlanta,Australia,65+,Google Pay,2024-05-17,NO_VIOLATION
406,robert.jones@outlook.com,555-821-7038,215-84-8889,Robert Jones,ORD-000406,Backpack,49.99,5,Bags,Philadelphia,UK,65+,Bank Transfer,2024-09-26,PII_VIOLATION
407,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000407,Office Chair,299.99,1,Office,Bakersfield,Mexico,55-64,PayPal,2024-11-09,NO_VIOLATION
408,***@***.com,555-687-6431,***-**-****,Gregory Murphy,ORD-000408,Bose Speaker,349.99,10,Electronics,Austin,USA,65+,Google Pay,2024-06-04,PII_VIOLATION
409,***@***.com,555-772-5780,***-**-****,Walter Harris,ORD-000409,Bose Speaker,349.99,5,Electronics,Atlanta,Canada,25-34,Google Pay,2024-02-09,PII_VIOLATION
410,***@***.com,555-114-2827,***-**-****,Kimberly Flores,ORD-000410,Office Chair,299.99,4,Office,Tucson,France,25-34,PayPal,2024-12-24,PII_VIOLATION
411,R***@gmail.com,***-***-****,957-73-7765,Robert Roberts,ORD-000411,Sunglasses,59.99,3,Accessories,Las Vegas,Australia,65+,Apple Pay,2024-11-22,PII_VIOLATION
412,arthur.nguyen@yahoo.com,***-***-****,***-**-****,Arthur Nguyen,ORD-000412,Bose Speaker,349.99,7,Electronics,Sacramento,Mexico,25-34,Apple Pay,2024-12-15,PII_VIOLATION
413,user_90017@anon.com,555-767-XXXX,XXX-XX-5466,Customer_6488,ORD-000413,Blender,59.99,6,Kitchen,Anaheim,USA,18-24,Google Pay,2024-11-22,NO_VIOLATION
414,jason.hill@yahoo.com,555-361-7408,572-96-4961,Jason Hill,ORD-000414,Wallet,29.99,3,Accessories,Anaheim,India,25-34,Google Pay,2024-06-21,PII_VIOLATION
415,jose.johnson@yahoo.com,555-112-7737,200-77-2702,Jose Johnson,ORD-000415,Office Chair,299.99,5,Office,Tucson,France,25-34,Bank Transfer,2024-05-25,PII_VIOLATION
416,K***@***.com,***-***-****,***-**-****,K. T.,ORD-000416,Backpack,49.99,10,Bags,San Diego,Canada,55-64,Debit Card,2024-07-11,NO_VIOLATION
417,thomas.lewis@work.net,555-401-8650,776-19-8429,Thomas Lewis,ORD-000417,T-Shirt,19.99,5,Clothing,Denver,Japan,65+,Bank Transfer,2024-06-14,PII_VIOLATION
418,***@***.com,555-497-6450,***-**-****,Kimberly Davis,ORD-000418,Dell Laptop,849.99,7,Electronics,Tucson,Canada,45-54,Debit Card,2024-11-08,PII_VIOLATION
419,***@***.com,555-323-2740,***-**-****,Linda White,ORD-000419,MacBook Pro,1299.99,8,Electronics,Phoenix,Canada,55-64,Bank Transfer,2024-05-08,PII_VIOLATION
420,***@***.com,555-780-7397,***-**-****,Karen Smith,ORD-000420,Sneakers,79.99,8,Clothing,Baltimore,India,18-24,Google Pay,2024-12-28,PII_VIOLATION
421,mildred.wilson@company.com,555-103-7298,805-71-2985,Mildred Wilson,ORD-000421,Novel Book,14.99,7,Books,Minneapolis,France,35-44,Bank Transfer,2024-06-04,PII_VIOLATION
422,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000422,Dell Laptop,849.99,5,Electronics,Tulsa,USA,45-54,Bank Transfer,2024-04-07,NO_VIOLATION
423,***@***.com,555-186-8175,***-**-****,Carl Phillips,ORD-000423,MacBook Pro,1299.99,8,Electronics,Columbus,USA,65+,Google Pay,2024-05-02,PII_VIOLATION
424,***@***.com,555-646-8361,***-**-****,Arthur Baker,ORD-000424,MacBook Pro,1299.99,9,Electronics,Detroit,USA,45-54,Credit Card,2024-04-18,PII_VIOLATION
425,karen.price@company.com,555-173-1604,853-28-9010,Karen Price,ORD-000425,Desk Lamp,34.99,3,Office,Los Angeles,Brazil,55-64,Credit Card,2024-05-04,PII_VIOLATION
426,stephanie.thomas@outlook.com,***-***-****,***-**-****,Stephanie Thomas,ORD-000426,Jacket,89.99,4,Clothing,San Antonio,Canada,45-54,Google Pay,2024-11-11,PII_VIOLATION
427,B***@email.com,***-***-****,800-83-9943,Brandon Roberts,ORD-000427,Samsung TV,1499.99,6,Electronics,El Paso,Australia,18-24,Google Pay,2024-03-29,PII_VIOLATION
428,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000428,Samsung TV,1499.99,1,Electronics,San Antonio,India,45-54,Crypto,2024-03-21,NO_VIOLATION
429,john.smith@email.com,***-***-****,***-**-****,John Smith,ORD-000429,Backpack,49.99,9,Bags,Dallas,Australia,25-34,Bank Transfer,2024-05-18,PII_VIOLATION
430,***@***.com,555-710-3949,***-**-****,Mark Ross,ORD-000430,Desk Lamp,34.99,4,Office,Nashville,France,45-54,Credit Card,2024-10-12,PII_VIOLATION
431,user_75210@anon.com,555-280-XXXX,XXX-XX-3617,Customer_1706,ORD-000431,Sunglasses,59.99,2,Accessories,Bakersfield,Australia,35-44,Credit Card,2024-04-09,NO_VIOLATION
432,david.campbell@work.net,555-314-8121,357-52-8424,David Campbell,ORD-000432,MacBook Pro,1299.99,1,Electronics,San Antonio,USA,55-64,Debit Card,2024-03-21,PII_VIOLATION
433,M***@***.com,***-***-****,***-**-****,M. W.,ORD-000433,Canon Camera,749.99,4,Electronics,Pittsburgh,Canada,35-44,Debit Card,2024-02-20,NO_VIOLATION
434,alexander.young@yahoo.com,***-***-****,***-**-****,Alexander Young,ORD-000434,Sony Headphones,199.99,3,Electronics,New Orleans,Brazil,25-34,Apple Pay,2024-07-10,PII_VIOLATION
435,C***@***.com,***-***-****,***-**-****,C. P.,ORD-000435,Nintendo Switch,299.99,3,Electronics,Dallas,Canada,45-54,Apple Pay,2024-08-02,NO_VIOLATION
436,***@***.com,555-908-3784,***-**-****,Amanda Barnes,ORD-000436,AirPods Pro,249.99,10,Electronics,Milwaukee,Mexico,45-54,Crypto,2024-04-20,PII_VIOLATION
437,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000437,Novel Book,14.99,7,Books,Indianapolis,India,25-34,Google Pay,2024-01-03,NO_VIOLATION
438,G***@***.com,***-***-****,***-**-****,G. W.,ORD-000438,Coffee Maker,79.99,7,Kitchen,Atlanta,Australia,18-24,Google Pay,2024-01-07,NO_VIOLATION
439,user_28169@anon.com,555-995-XXXX,XXX-XX-7641,Customer_4030,ORD-000439,Dell Laptop,849.99,1,Electronics,Santa Ana,Brazil,55-64,Bank Transfer,2024-10-25,NO_VIOLATION
440,katherine.bailey@gmail.com,***-***-****,***-**-****,Katherine Bailey,ORD-000440,Blender,59.99,10,Kitchen,Chicago,Germany,45-54,Crypto,2024-05-18,PII_VIOLATION
441,J***@email.com,***-***-****,627-96-6963,Judith Anderson,ORD-000441,Sneakers,79.99,10,Clothing,Houston,Canada,45-54,PayPal,2024-08-26,PII_VIOLATION
442,A***@***.com,***-***-****,***-**-****,A. B.,ORD-000442,Toaster Oven,69.99,4,Kitchen,San Diego,Brazil,65+,Crypto,2024-10-24,NO_VIOLATION
443,***@***.com,555-615-7929,***-**-****,Nicole Phillips,ORD-000443,Yoga Mat,29.99,2,Sports,Memphis,Brazil,45-54,Google Pay,2024-09-26,PII_VIOLATION
444,***@***.com,***-***-****,***-**-****,REDACTED,ORD-000444,Sony Headphones,199.99,5,Electronics,Fresno,Canada,18-24,Apple Pay,2024-04-01,NO_VIOLATION
445,user_55442@anon.com,555-530-XXXX,XXX-XX-8272,Customer_1351,ORD-000445,Blender,59.99,9,Kitchen,Bakersfield,USA,35-44,Apple Pay,2024-12-15,NO_VIOLATION
446,user_70031@anon.com,555-411-XXXX,XXX-XX-3161,Customer_6021,ORD-000446,Vitamin Pack,24.99,8,Health,Wichita,France,65+,Bank Transfer,2024-06-16,NO_VIOLATION
447,betty.nguyen@company.com,***-***-****,***-**-****,Betty Nguyen,ORD-000447,Yoga Mat,29.99,9,Sports,Boston,Brazil,25-34,Google Pay,2024-03-23,PII_VIOLATION
448,N/A,N/A,N/A,Anonymous,ORD-000448,Coffee Maker,79.99,1,Kitchen,Seattle,France,25-34,Debit Card,2024-10-14,NO_VIOLATION
449,D***@***.com,***-***-****,***-**-****,D. P.,ORD-000449,T-Shirt,19.99,8,Clothing,Los Angeles,Japan,45-54,Crypto,2024-03-15,NO_VIOLATION
450,J***@***.com,***-***-****,***-**-****,J. J.,ORD-000450,Watch,199.99,8,Accessories,Cleveland,Brazil,35-44,Bank Transfer,2024-02-27,NO_VIOLATION
451,J***@***.com,***-***-****,***-**-****,J. W.,ORD-000451,Coffee Maker,79.99,4,Kitchen,Memphis,Canada,35-44,Credit Card,2024-11-07,NO_VIOLATION
452,kimberly.walker@gmail.com,555-185-9821,969-67-2431,Kimberly Walker,ORD-000452,Blender,59.99,10,Kitchen,Baltimore,Australia,45-54,PayPal,2024-11-04,PII_VIOLATION
453,***@***.com,555-251-8006,***-**-****,Evelyn Campbell,ORD-000453,Galaxy S24,899.99,9,Electronics,Boston,France,35-44,PayPal,2024-08-16,PII_VIOLATION
454,***@***.com,555-395-3683,***-**-****,Ethan Rogers,ORD-000454,Samsung TV,1499.99,5,Electronics,Wichita,India,18-24,Debit Card,2024-04-16,PII_VIOLATION
455,***@***.com,555-190-1108,***-**-****,Nicholas Wilson,ORD-000455,Vitamin Pack,24.99,3,Health,Jacksonville,Mexico,45-54,Bank Transfer,2024-10-17,PII_VIOLATION
456,***@***.com,555-143-5947,***-**-****,Amanda Watson,ORD-000456,Air Fryer,99.99,3,Kitchen,Tulsa,Brazil,25-34,Credit Card,2024-01-02,PII_VIOLATION
457,user_43804@anon.com,555-743-XXXX,XXX-XX-8799,Customer_2959,ORD-000457,Galaxy S24,899.99,6,Electronics,San Diego,Germany,45-54,Credit Card,2024-11-02,NO_VIOLATION
458,K***@hotmail.com,***-***-****,266-84-1958,Katherine Torres,ORD-000458,Samsung TV,1499.99,3,Electronics,El Paso,Brazil,65+,Debit Card,2024-07-01,PII_VIOLATION
459,C***@work.net,***-***-****,642-91-2258,Christina Phillips,ORD-000459,Blender,59.99,9,Kitchen,Columbus,UK,18-24,Google Pay,2024-03-26,PII_VIOLATION
